DATUM,CDU/CSU,SPD,GRÜNE,FDP,LINKE,SONSTIGE,BEFRAGTE,BUNDESTAGSWAHL,AFD,NICHTWÄHLER/UNENTSCHL.,INSTITUT
2013-01-16,43.0,23.0,14.0,3.0,8.0,5.0,2507.0,False,,,FORSA
2013-01-23,42.0,23.0,14.0,4.0,8.0,5.0,2506.0,False,,,FORSA
2013-01-30,40.0,25.0,15.0,4.0,8.0,5.0,2504.0,False,,,FORSA
2013-02-06,41.0,25.0,15.0,4.0,7.0,5.0,2500.0,False,,,FORSA
2013-02-13,43.0,25.0,14.0,3.0,7.0,5.0,2505.0,False,,,FORSA
2013-02-20,43.0,24.0,15.0,3.0,7.0,5.0,2502.0,False,,,FORSA
2013-02-27,40.0,25.0,16.0,4.0,8.0,5.0,2501.0,False,,,FORSA
2013-03-06,40.0,25.0,15.0,4.0,8.0,5.0,2506.0,False,,,FORSA
2013-03-13,40.0,24.0,16.0,4.0,8.0,5.0,2501.0,False,,,FORSA
2013-03-20,40.0,24.0,15.0,6.0,7.0,5.0,2501.0,False,,,FORSA
2013-03-26,41.0,24.0,14.0,5.0,8.0,5.0,2506.0,False,,,FORSA
2013-04-03,40.0,24.0,15.0,5.0,8.0,5.0,2004.0,False,,,FORSA
2013-04-10,41.0,23.0,14.0,6.0,9.0,4.0,2002.0,False,,,FORSA
2013-04-17,42.0,22.0,15.0,5.0,8.0,5.0,2508.0,False,,,FORSA
2013-04-24,42.0,23.0,14.0,5.0,7.0,4.0,2504.0,False,2.0,,FORSA
2013-05-01,39.0,23.0,14.0,5.0,8.0,5.0,2502.0,False,3.0,,FORSA
2013-05-07,39.0,24.0,15.0,4.0,8.0,5.0,2000.0,False,3.0,,FORSA
2013-05-15,40.0,23.0,14.0,4.0,9.0,5.0,2001.0,False,2.0,,FORSA
2013-05-22,41.0,24.0,13.0,4.0,8.0,4.0,2503.0,False,3.0,,FORSA
2013-05-28,40.0,24.0,14.0,4.0,8.0,4.0,2001.0,False,3.0,,FORSA
2013-06-05,41.0,24.0,13.0,4.0,8.0,4.0,2508.0,False,3.0,,FORSA
2013-06-12,40.0,24.0,13.0,5.0,9.0,5.0,2501.0,False,2.0,,FORSA
2013-06-19,40.0,22.0,15.0,6.0,8.0,5.0,2501.0,False,2.0,,FORSA
2013-06-26,41.0,22.0,15.0,5.0,8.0,5.0,2502.0,False,2.0,,FORSA
2013-07-03,41.0,22.0,14.0,5.0,9.0,5.0,2501.0,False,2.0,,FORSA
2013-07-10,41.0,22.0,15.0,5.0,9.0,4.0,2503.0,False,2.0,,FORSA
2013-07-17,41.0,23.0,14.0,5.0,8.0,5.0,2502.0,False,2.0,,FORSA
2013-07-24,41.0,22.0,12.0,5.0,9.0,5.0,2500.0,False,2.0,,FORSA
2013-07-31,41.0,22.0,13.0,5.0,8.0,6.0,2501.0,False,2.0,,FORSA
2013-08-07,40.0,23.0,14.0,5.0,7.0,5.0,3003.0,False,3.0,,FORSA
2013-08-14,40.0,23.0,13.0,5.0,8.0,5.0,2500.0,False,3.0,,FORSA
2013-08-21,41.0,22.0,13.0,6.0,8.0,5.0,2502.0,False,2.0,,FORSA
2013-08-28,41.0,22.0,11.0,5.0,10.0,5.0,2501.0,False,3.0,,FORSA
2013-09-04,40.0,23.0,11.0,5.0,9.0,5.0,2502.0,False,4.0,,FORSA
2013-09-11,39.0,25.0,9.0,6.0,10.0,5.0,2500.0,False,3.0,,FORSA
2013-09-17,39.0,25.0,9.0,5.0,10.0,6.0,2502.0,False,3.0,,FORSA
2013-09-20,40.0,26.0,10.0,5.0,9.0,4.0,1995.0,False,4.0,,FORSA
2013-09-22,41.5,25.7,8.4,4.8,8.6,6.2,,True,4.7,"29,2 %",FORSA
2013-09-22,41.5,25.7,8.4,4.8,8.6,4.0,,True,4.7,,FORSA
2013-10-01,42.0,25.0,8.0,4.0,9.0,7.0,2499.0,False,5.0,28 %,FORSA
2013-10-09,45.0,24.0,8.0,3.0,8.0,6.0,2000.0,False,6.0,27 %,FORSA
2013-10-16,44.0,24.0,8.0,4.0,8.0,6.0,2501.0,False,6.0,25 %,FORSA
2013-10-23,43.0,25.0,8.0,4.0,9.0,6.0,2500.0,False,5.0,,FORSA
2013-10-30,42.0,24.0,9.0,4.0,9.0,7.0,2501.0,False,5.0,,FORSA
2013-11-06,42.0,25.0,9.0,3.0,9.0,7.0,2500.0,False,5.0,,FORSA
2013-11-13,41.0,24.0,9.0,4.0,10.0,7.0,2501.0,False,5.0,,FORSA
2013-11-20,41.0,24.0,10.0,4.0,10.0,6.0,2501.0,False,5.0,,FORSA
2013-11-27,42.0,23.0,9.0,3.0,10.0,8.0,2500.0,False,5.0,,FORSA
2013-12-04,42.0,23.0,10.0,3.0,10.0,7.0,2507.0,False,5.0,,FORSA
2013-12-11,43.0,24.0,9.0,3.0,10.0,6.0,2504.0,False,5.0,,FORSA
2013-12-17,42.0,24.0,9.0,4.0,10.0,6.0,2505.0,False,5.0,,FORSA
2014-01-01,42.0,24.0,10.0,5.0,10.0,5.0,2508.0,False,4.0,,FORSA
2014-01-08,41.0,23.0,10.0,5.0,10.0,6.0,1003.0,False,5.0,,FORSA
2014-01-15,40.0,23.0,10.0,5.0,10.0,7.0,2503.0,False,5.0,,FORSA
2014-01-22,41.0,23.0,10.0,5.0,10.0,7.0,2502.0,False,4.0,,FORSA
2014-01-29,42.0,23.0,11.0,4.0,9.0,7.0,2503.0,False,4.0,,FORSA
2014-02-05,42.0,24.0,10.0,4.0,9.0,7.0,2501.0,False,4.0,,FORSA
2014-02-12,41.0,24.0,10.0,4.0,10.0,7.0,2502.0,False,4.0,,FORSA
2014-02-19,40.0,24.0,10.0,4.0,10.0,7.0,2502.0,False,5.0,,FORSA
2014-02-26,41.0,22.0,10.0,5.0,10.0,7.0,2502.0,False,5.0,,FORSA
2014-03-05,40.0,22.0,10.0,4.0,11.0,7.0,2500.0,False,6.0,,FORSA
2014-03-12,42.0,23.0,9.0,4.0,10.0,7.0,2503.0,False,5.0,,FORSA
2014-03-19,42.0,23.0,9.0,4.0,10.0,7.0,2500.0,False,5.0,,FORSA
2014-03-26,41.0,23.0,10.0,4.0,10.0,7.0,2502.0,False,5.0,,FORSA
2014-04-02,42.0,23.0,9.0,4.0,10.0,6.0,2501.0,False,6.0,,FORSA
2014-04-09,42.0,23.0,10.0,4.0,10.0,6.0,2502.0,False,5.0,,FORSA
2014-04-15,41.0,23.0,10.0,4.0,10.0,6.0,2501.0,False,6.0,,FORSA
2014-04-23,41.0,24.0,10.0,4.0,10.0,6.0,2002.0,False,5.0,,FORSA
2014-04-29,41.0,24.0,10.0,4.0,9.0,6.0,2002.0,False,6.0,31 %,FORSA
2014-05-07,41.0,23.0,10.0,4.0,10.0,7.0,2001.0,False,5.0,32 %,FORSA
2014-05-14,40.0,24.0,10.0,4.0,10.0,6.0,2504.0,False,6.0,32 %,FORSA
2014-05-21,40.0,24.0,10.0,4.0,10.0,6.0,2501.0,False,6.0,32 %,FORSA
2014-05-27,40.0,25.0,10.0,4.0,10.0,5.0,2503.0,False,6.0,,FORSA
2014-06-04,38.0,23.0,10.0,4.0,10.0,7.0,2002.0,False,8.0,28 %,FORSA
2014-06-11,39.0,23.0,9.0,4.0,10.0,7.0,2501.0,False,8.0,26 %,FORSA
2014-06-17,39.0,23.0,10.0,4.0,10.0,7.0,2001.0,False,7.0,26 %,FORSA
2014-06-25,41.0,23.0,10.0,4.0,9.0,6.0,2504.0,False,7.0,26 %,FORSA
2014-07-02,41.0,23.0,10.0,4.0,9.0,6.0,2502.0,False,7.0,25 %,FORSA
2014-07-09,41.0,23.0,11.0,3.0,9.0,7.0,2014.0,False,6.0,26 %,FORSA
2014-07-16,41.0,23.0,11.0,3.0,9.0,7.0,2503.0,False,6.0,25 %,FORSA
2014-07-23,43.0,22.0,10.0,3.0,10.0,7.0,2505.0,False,5.0,25 %,FORSA
2014-07-30,43.0,22.0,10.0,3.0,10.0,7.0,2501.0,False,5.0,27 %,FORSA
2014-08-06,43.0,24.0,9.0,4.0,9.0,6.0,2501.0,False,5.0,27 %,FORSA
2014-08-13,42.0,24.0,10.0,4.0,9.0,6.0,2500.0,False,5.0,26 %,FORSA
2014-08-20,42.0,24.0,10.0,3.0,9.0,7.0,2502.0,False,5.0,27 %,FORSA
2014-08-27,42.0,24.0,10.0,3.0,9.0,7.0,2504.0,False,5.0,26 %,FORSA
2014-09-03,41.0,24.0,10.0,3.0,10.0,7.0,2504.0,False,5.0,27 %,FORSA
2014-09-10,42.0,23.0,9.0,3.0,9.0,7.0,2502.0,False,7.0,26 %,FORSA
2014-09-17,41.0,24.0,9.0,3.0,9.0,7.0,2503.0,False,7.0,25 %,FORSA
2014-09-23,42.0,22.0,8.0,2.0,9.0,7.0,2501.0,False,10.0,28 %,FORSA
2014-10-01,42.0,23.0,9.0,2.0,8.0,7.0,2501.0,False,9.0,27 %,FORSA
2014-10-07,41.0,23.0,10.0,2.0,9.0,7.0,2004.0,False,8.0,28 %,FORSA
2014-10-15,40.0,23.0,10.0,3.0,9.0,7.0,2505.0,False,8.0,28 %,FORSA
2014-10-22,41.0,24.0,9.0,2.0,9.0,7.0,2504.0,False,8.0,27 %,FORSA
2014-10-29,41.0,23.0,10.0,2.0,9.0,7.0,2504.0,False,8.0,28 %,FORSA
2014-11-05,41.0,22.0,10.0,3.0,9.0,7.0,2504.0,False,8.0,28 %,FORSA
2014-11-12,41.0,23.0,9.0,3.0,10.0,6.0,2502.0,False,8.0,29 %,FORSA
2014-11-19,42.0,22.0,10.0,3.0,9.0,7.0,2501.0,False,7.0,28 %,FORSA
2014-11-26,42.0,23.0,10.0,2.0,10.0,7.0,2501.0,False,6.0,29 %,FORSA
2014-12-03,41.0,24.0,11.0,2.0,9.0,7.0,2502.0,False,6.0,29 %,FORSA
2014-12-10,41.0,24.0,11.0,2.0,9.0,7.0,2503.0,False,6.0,29 %,FORSA
2014-12-16,43.0,23.0,10.0,2.0,10.0,7.0,2504.0,False,5.0,29 %,FORSA
2015-01-01,42.0,23.0,10.0,2.0,11.0,7.0,2504.0,False,5.0,30 %,FORSA
2015-01-07,42.0,22.0,11.0,3.0,10.0,7.0,1002.0,False,5.0,29 %,FORSA
2015-01-14,42.0,22.0,10.0,4.0,10.0,6.0,2504.0,False,6.0,28 %,FORSA
2015-01-21,42.0,22.0,10.0,3.0,10.0,7.0,2502.0,False,6.0,28 %,FORSA
2015-01-28,42.0,23.0,10.0,3.0,9.0,7.0,2015.0,False,6.0,29 %,FORSA
2015-02-04,42.0,23.0,10.0,4.0,10.0,6.0,2510.0,False,5.0,30 %,FORSA
2015-02-11,42.0,23.0,10.0,5.0,9.0,5.0,2503.0,False,6.0,29 %,FORSA
2015-02-18,43.0,23.0,10.0,5.0,8.0,6.0,2502.0,False,5.0,29 %,FORSA
2015-02-25,42.0,24.0,9.0,5.0,9.0,5.0,2501.0,False,6.0,28 %,FORSA
2015-03-04,41.0,24.0,9.0,5.0,9.0,5.0,2502.0,False,7.0,29 %,FORSA
2015-03-11,41.0,24.0,9.0,5.0,9.0,6.0,2504.0,False,6.0,30 %,FORSA
2015-03-18,41.0,24.0,9.0,5.0,9.0,6.0,2500.0,False,6.0,28 %,FORSA
2015-03-25,41.0,24.0,10.0,5.0,8.0,7.0,2501.0,False,5.0,28 %,FORSA
2015-03-31,42.0,23.0,10.0,4.0,9.0,6.0,2505.0,False,6.0,29 %,FORSA
2015-04-08,42.0,23.0,10.0,4.0,9.0,6.0,2001.0,False,6.0,28 %,FORSA
2015-04-15,42.0,24.0,10.0,5.0,8.0,6.0,2004.0,False,5.0,29 %,FORSA
2015-04-22,42.0,24.0,10.0,4.0,8.0,6.0,2502.0,False,6.0,28 %,FORSA
2015-04-29,42.0,24.0,10.0,4.0,9.0,7.0,2506.0,False,4.0,29 %,FORSA
2015-05-06,42.0,24.0,10.0,4.0,9.0,7.0,2001.0,False,4.0,30 %,FORSA
2015-05-12,41.0,23.0,12.0,4.0,9.0,6.0,2502.0,False,5.0,29 %,FORSA
2015-05-20,40.0,22.0,11.0,6.0,9.0,7.0,2003.0,False,5.0,28 %,FORSA
2015-05-27,39.0,23.0,11.0,7.0,9.0,7.0,2503.0,False,4.0,29 %,FORSA
2015-06-02,40.0,23.0,10.0,6.0,10.0,6.0,2502.0,False,5.0,27 %,FORSA
2015-06-10,41.0,24.0,10.0,6.0,9.0,6.0,2504.0,False,4.0,27 %,FORSA
2015-06-17,41.0,23.0,11.0,5.0,9.0,6.0,2502.0,False,5.0,29 %,FORSA
2015-06-24,41.0,23.0,10.0,5.0,10.0,7.0,2501.0,False,4.0,28 %,FORSA
2015-07-01,42.0,23.0,10.0,5.0,10.0,6.0,2505.0,False,4.0,29 %,FORSA
2015-07-08,42.0,23.0,11.0,5.0,10.0,5.0,2502.0,False,4.0,27 %,FORSA
2015-07-14,42.0,23.0,11.0,4.0,10.0,6.0,2503.0,False,4.0,28 %,FORSA
2015-07-22,41.0,24.0,10.0,5.0,10.0,6.0,2501.0,False,4.0,28 %,FORSA
2015-07-29,42.0,23.0,10.0,4.0,10.0,8.0,2501.0,False,3.0,,FORSA
2015-08-05,41.0,24.0,10.0,5.0,9.0,8.0,2501.0,False,3.0,29 %,FORSA
2015-08-12,43.0,23.0,10.0,5.0,9.0,7.0,2500.0,False,3.0,30 %,FORSA
2015-08-19,43.0,23.0,10.0,4.0,10.0,7.0,2500.0,False,3.0,30 %,FORSA
2015-08-26,41.0,23.0,10.0,4.0,11.0,7.0,2500.0,False,4.0,30 %,FORSA
2015-09-02,40.0,24.0,11.0,5.0,11.0,6.0,2504.0,False,3.0,30 %,FORSA
2015-09-09,41.0,24.0,10.0,4.0,10.0,7.0,2503.0,False,4.0,30 %,FORSA
2015-09-16,41.0,24.0,10.0,4.0,10.0,7.0,2501.0,False,4.0,29 %,FORSA
2015-09-23,40.0,24.0,10.0,5.0,10.0,7.0,2501.0,False,4.0,29 %,FORSA
2015-09-30,40.0,24.0,10.0,5.0,10.0,6.0,2506.0,False,5.0,32 %,FORSA
2015-10-07,39.0,25.0,9.0,5.0,9.0,6.0,2505.0,False,7.0,33 %,FORSA
2015-10-14,38.0,25.0,10.0,5.0,9.0,6.0,2502.0,False,7.0,34 %,FORSA
2015-10-21,38.0,24.0,11.0,4.0,10.0,6.0,2502.0,False,7.0,34 %,FORSA
2015-10-28,36.0,24.0,11.0,6.0,9.0,8.0,2501.0,False,6.0,34 %,FORSA
2015-11-04,36.0,24.0,11.0,5.0,9.0,8.0,2504.0,False,7.0,34 %,FORSA
2015-11-11,38.0,25.0,10.0,5.0,8.0,7.0,2503.0,False,7.0,32 %,FORSA
2015-11-17,36.0,25.0,10.0,5.0,9.0,7.0,2504.0,False,8.0,32 %,FORSA
2015-11-25,39.0,24.0,10.0,5.0,9.0,6.0,2502.0,False,7.0,33 %,FORSA
2015-12-02,39.0,24.0,10.0,5.0,9.0,7.0,2501.0,False,6.0,33 %,FORSA
2015-12-09,38.0,24.0,10.0,4.0,9.0,7.0,2506.0,False,8.0,36 %,FORSA
2015-12-15,39.0,24.0,11.0,4.0,9.0,5.0,2502.0,False,8.0,35 %,FORSA
2015-12-22,39.0,24.0,10.0,4.0,10.0,5.0,2504.0,False,8.0,34 %,FORSA
2015-12-29,38.0,23.0,10.0,5.0,10.0,6.0,1501.0,False,8.0,33 %,FORSA
2016-01-06,38.0,23.0,10.0,5.0,10.0,6.0,1503.0,False,8.0,32 %,FORSA
2016-01-13,38.0,23.0,10.0,5.0,10.0,5.0,2503.0,False,9.0,35 %,FORSA
2016-01-19,37.0,23.0,10.0,5.0,9.0,6.0,2501.0,False,10.0,36 %,FORSA
2016-01-27,36.0,24.0,10.0,5.0,10.0,5.0,2505.0,False,10.0,36 %,FORSA
2016-02-03,36.0,24.0,10.0,5.0,9.0,6.0,2501.0,False,10.0,34 %,FORSA
2016-02-10,36.0,24.0,10.0,5.0,9.0,6.0,2500.0,False,10.0,35 %,FORSA
2016-02-17,35.0,23.0,11.0,6.0,10.0,6.0,2501.0,False,9.0,35 %,FORSA
2016-02-24,35.0,24.0,10.0,6.0,10.0,5.0,2502.0,False,10.0,34 %,FORSA
2016-03-02,35.0,24.0,10.0,6.0,10.0,6.0,2503.0,False,9.0,34 %,FORSA
2016-03-09,35.0,23.0,11.0,6.0,9.0,6.0,2501.0,False,10.0,33 %,FORSA
2016-03-16,35.0,22.0,10.0,7.0,10.0,5.0,2505.0,False,11.0,34 %,FORSA
2016-03-22,35.0,20.0,13.0,6.0,8.0,5.0,2501.0,False,13.0,30 %,FORSA
2016-03-30,36.0,20.0,13.0,7.0,8.0,6.0,2005.0,False,10.0,29 %,FORSA
2016-04-06,35.0,21.0,13.0,7.0,8.0,6.0,2004.0,False,10.0,27 %,FORSA
2016-04-13,34.0,21.0,14.0,7.0,9.0,5.0,2506.0,False,10.0,29 %,FORSA
2016-04-20,34.0,21.0,13.0,7.0,9.0,5.0,2504.0,False,11.0,29 %,FORSA
2016-04-27,33.0,22.0,13.0,8.0,9.0,5.0,2502.0,False,10.0,28 %,FORSA
2016-05-03,34.0,21.0,13.0,8.0,9.0,6.0,2501.0,False,9.0,28 %,FORSA
2016-05-11,34.0,21.0,13.0,8.0,9.0,5.0,2002.0,False,10.0,27 %,FORSA
2016-05-17,34.0,19.0,14.0,7.0,9.0,6.0,2501.0,False,11.0,29 %,FORSA
2016-05-24,33.0,20.0,14.0,6.0,9.0,6.0,2006.0,False,12.0,30 %,FORSA
2016-06-01,34.0,21.0,13.0,6.0,9.0,7.0,2502.0,False,10.0,29 %,FORSA
2016-06-08,34.0,21.0,13.0,7.0,10.0,5.0,2501.0,False,10.0,29 %,FORSA
2016-06-15,33.0,21.0,13.0,6.0,10.0,6.0,2505.0,False,11.0,30 %,FORSA
2016-06-22,33.0,21.0,13.0,6.0,9.0,7.0,2503.0,False,11.0,29 %,FORSA
2016-06-28,34.0,22.0,12.0,6.0,9.0,7.0,2501.0,False,10.0,29 %,FORSA
2016-07-06,35.0,21.0,13.0,6.0,10.0,6.0,2504.0,False,9.0,27 %,FORSA
2016-07-13,36.0,23.0,12.0,6.0,9.0,6.0,2503.0,False,8.0,27 %,FORSA
2016-07-20,35.0,22.0,12.0,7.0,9.0,6.0,2502.0,False,9.0,28 %,FORSA
2016-07-26,35.0,22.0,13.0,6.0,9.0,6.0,2508.0,False,9.0,28 %,FORSA
2016-08-03,35.0,23.0,12.0,6.0,9.0,6.0,2508.0,False,9.0,27 %,FORSA
2016-08-10,36.0,21.0,13.0,5.0,10.0,6.0,2501.0,False,9.0,28 %,FORSA
2016-08-17,36.0,21.0,13.0,6.0,9.0,6.0,2501.0,False,9.0,29 %,FORSA
2016-08-24,35.0,22.0,12.0,6.0,9.0,6.0,2504.0,False,10.0,29 %,FORSA
2016-08-31,33.0,22.0,12.0,6.0,9.0,6.0,2503.0,False,12.0,29 %,FORSA
2016-09-07,33.0,22.0,12.0,7.0,8.0,6.0,2501.0,False,12.0,28 %,FORSA
2016-09-14,32.0,23.0,11.0,6.0,8.0,7.0,2501.0,False,13.0,28 %,FORSA
2016-09-21,33.0,23.0,11.0,6.0,8.0,6.0,2504.0,False,13.0,26 %,FORSA
2016-09-28,33.0,23.0,10.0,6.0,9.0,5.0,2506.0,False,14.0,25 %,FORSA
2016-10-05,33.0,22.0,11.0,6.0,10.0,5.0,2503.0,False,13.0,28 %,FORSA
2016-10-12,34.0,22.0,11.0,6.0,10.0,5.0,2004.0,False,12.0,28 %,FORSA
2016-10-19,34.0,22.0,11.0,6.0,9.0,6.0,2505.0,False,12.0,31 %,FORSA
2016-10-26,35.0,22.0,11.0,6.0,9.0,5.0,2504.0,False,12.0,29 %,FORSA
2016-11-02,34.0,22.0,11.0,7.0,10.0,5.0,2503.0,False,11.0,26 %,FORSA
2016-11-09,34.0,23.0,11.0,6.0,10.0,5.0,2503.0,False,11.0,26 %,FORSA
2016-11-16,35.0,23.0,11.0,6.0,10.0,5.0,2503.0,False,10.0,26 %,FORSA
2016-11-23,36.0,23.0,10.0,5.0,10.0,6.0,2505.0,False,10.0,25 %,FORSA
2016-11-30,37.0,22.0,10.0,5.0,9.0,6.0,2503.0,False,11.0,26 %,FORSA
2016-12-07,36.0,22.0,11.0,6.0,10.0,5.0,2501.0,False,10.0,25 %,FORSA
2016-12-14,37.0,21.0,10.0,6.0,9.0,6.0,2506.0,False,11.0,26 %,FORSA
2016-12-20,36.0,22.0,10.0,6.0,9.0,6.0,2502.0,False,11.0,26 %,FORSA
2016-12-28,38.0,20.0,10.0,5.0,9.0,6.0,2504.0,False,12.0,27 %,FORSA
2017-01-04,37.0,21.0,10.0,6.0,9.0,5.0,2001.0,False,12.0,30 %,FORSA
2017-01-11,37.0,20.0,10.0,6.0,9.0,6.0,2501.0,False,12.0,27 %,FORSA
2017-01-18,38.0,21.0,9.0,6.0,9.0,6.0,2503.0,False,11.0,26 %,FORSA
2017-01-25,37.0,21.0,10.0,6.0,9.0,5.0,2504.0,False,12.0,26 %,FORSA
2017-02-01,35.0,26.0,8.0,6.0,9.0,5.0,2502.0,False,11.0,24 %,FORSA
2017-02-08,34.0,31.0,8.0,5.0,8.0,4.0,2501.0,False,10.0,24 %,FORSA
2017-02-15,34.0,31.0,7.0,5.0,8.0,6.0,2502.0,False,9.0,24 %,FORSA
2017-02-22,34.0,31.0,7.0,6.0,8.0,6.0,2502.0,False,8.0,23 %,FORSA
2017-03-01,33.0,31.0,8.0,7.0,7.0,5.0,2500.0,False,9.0,23 %,FORSA
2017-03-08,33.0,32.0,8.0,6.0,7.0,6.0,2502.0,False,8.0,23 %,FORSA
2017-03-15,33.0,32.0,7.0,6.0,7.0,6.0,2505.0,False,9.0,24 %,FORSA
2017-03-22,34.0,31.0,7.0,6.0,7.0,6.0,2504.0,False,9.0,23 %,FORSA
2017-03-29,34.0,32.0,7.0,6.0,8.0,6.0,2501.0,False,7.0,23 %,FORSA
2017-04-04,36.0,29.0,7.0,5.0,9.0,6.0,2504.0,False,8.0,24 %,FORSA
